plot_id,filename,canopy_cover_percent,estimated_lai,gap_fraction
Plot-P01,center.jpg,77.45361840723945,1.5998256684211596,0.22546381592760562
Plot-P01,quadrant1.jpg,87.10447592102685,2.199863358454304,0.12895524078973153
Plot-P01,quadrant2.jpg,82.33221529352481,1.861700896394068,0.17667784706475181
Plot-P01,quadrant3.jpg,73.30830866297137,1.4185583761511484,0.2669169133702864
Plot-P01,quadrant4.jpg,82.2414948489684,1.8562002373732986,0.17758505151031606
Plot-P02,centre.jpg,74.44796784454523,1.4654228829544462,0.25552032155454774
Plot-P02,quadrant1.jpg,87.28099586027827,2.2146663182745985,0.12719004139721732
Plot-P02,quadrant2.jpg,74.9690526930937,1.4875514697462044,0.25030947306906304
Plot-P02,quadrant3.jpg,71.79886743792167,1.3594778425581835,0.2820113256207833
Plot-P02,quadrant4.jpg,89.20970201352145,2.3912854766614475,0.10790297986478542
Plot-P03,centre.jpg,90.82884761414854,2.5659011741416156,0.0917115238585146
Plot-P03,quadrant1.jpg,80.61793132891016,1.7622426590036937,0.19382068671089836
Plot-P03,quadrant2.jpg,81.46844643207078,1.810436761348659,0.1853155356792923
Plot-P03,quadrant3.jpg,78.80359898589066,1.6661378520903012,0.21196401014109348
Plot-P03,quadrant4.jpg,77.027387601131,1.579711635768657,0.22972612398869013
Plot-P04,centre.jpg,85.3358209281655,2.0618248861874506,0.14664179071834496
Plot-P04,quadrant1.jpg,80.81677050964419,1.7733176503894046,0.19183229490355813
Plot-P04,quadrant2.jpg,85.7931302665099,2.095851451337587,0.14206869733490105
Plot-P04,quadrant3.jpg,76.67031254374179,1.563146315445152,0.23329687456258225
Plot-P04,quadrant4.jpg,75.31238189720332,1.502384618025073,0.24687618102796674
Plot-P06,centre.jpg,78.73320753198398,1.6625770981975287,0.21266792468016013
Plot-P06,quadrant1.jpg,80.91263061294477,1.7786979668347467,0.19087369387055234
Plot-P06,quadrant2.jpg,80.2268032984799,1.7407852394944165,0.19773196701520115
Plot-P06,quadrant3.jpg,80.33425497256516,1.7466374950800425,0.19665745027434842
Plot-P06,quadrant4.jpg,80.2802557494191,1.7436924915743846,0.1971974425058089
Plot-P07,centre.jpg,79.41495768229167,1.6975702801647587,0.20585042317708332
Plot-P07,quadrant1.jpg,78.79443359375,1.6656735514027985,0.2120556640625
Plot-P07,quadrant2.jpg,82.16145833333334,1.8513706590611938,0.17838541666666666
Plot-P07,quadrant3.jpg,79.40779622395834,1.697196704607518,0.20592203776041668
Plot-P07,quadrant4.jpg,70.57584635416667,1.3138825142838624,0.29424153645833334
Plot-P08,centre.jpg,62.62185329861111,1.0569061785624483,0.37378146701388887
Plot-P08,quadrant1.jpg,84.20166015625,1.9818149586806766,0.1579833984375
Plot-P08,quadrant2.jpg,79.41495768229167,1.6975702801647587,0.20585042317708332
Plot-P08,quadrant3.jpg,75.69444444444444,1.5191356657049946,0.24305555555555555
Plot-P08,quanrant4.jpg,72.51226128472223,1.3869959764193631,0.27487738715277776
